,Bigram,Count,Veracity
31948,,0,Fake
31949,,0,Fake
31950,,0,Fake
31951,,0,Fake
31952,,0,Fake
31926,,0,Fake
31924,,0,Fake
31922,,0,Fake
31907,,0,Fake
31897,,0,Fake
31898,,0,Fake
31899,,0,Fake
31900,,0,Fake
31901,,0,Fake
31902,,0,Fake
31903,,0,Fake
31904,,0,Fake
31905,,0,Fake
31906,,0,Fake
31908,,0,Fake
31921,,0,Fake
31909,,0,Fake
31910,,0,Fake
31913,,0,Fake
31914,,0,Fake
31915,,0,Fake
31916,,0,Fake
31917,,0,Fake
31918,,0,Fake
31919,,0,Fake
31920,,0,Fake
31833,,0,Fake
31832,,0,Fake
31830,,0,Fake
31769,,0,Fake
31741,,0,Fake
31742,,0,Fake
31743,,0,Fake
31744,,0,Fake
31748,,0,Fake
31749,,0,Fake
31750,,0,Fake
31751,,0,Fake
31752,,0,Fake
31753,,0,Fake
31754,,0,Fake
31755,,0,Fake
31756,,0,Fake
31757,,0,Fake
31758,,0,Fake
31759,,0,Fake
31760,,0,Fake
31761,,0,Fake
31762,,0,Fake
31763,,0,Fake
31764,,0,Fake
31765,,0,Fake
31766,,0,Fake
31740,,0,Fake
31739,,0,Fake
31738,,0,Fake
31723,,0,Fake
31710,,0,Fake
31711,,0,Fake
31712,,0,Fake
31714,,0,Fake
31715,,0,Fake
31716,,0,Fake
31717,,0,Fake
31719,,0,Fake
31721,,0,Fake
31722,,0,Fake
31724,,0,Fake
31737,,0,Fake
31725,,0,Fake
31726,,0,Fake
31727,,0,Fake
31728,,0,Fake
31729,,0,Fake
31730,,0,Fake
31731,,0,Fake
31732,,0,Fake
31734,,0,Fake
31735,,0,Fake
31768,,0,Fake
31771,,0,Fake
31829,,0,Fake
31772,,0,Fake
31801,,0,Fake
31803,,0,Fake
31805,,0,Fake
31806,,0,Fake
31807,,0,Fake
31808,,0,Fake
31809,,0,Fake
31811,,0,Fake
31812,,0,Fake
31813,,0,Fake
31814,,0,Fake
31816,,0,Fake
31817,,0,Fake
31818,,0,Fake
31819,,0,Fake
31820,,0,Fake
31821,,0,Fake
31822,,0,Fake
31823,,0,Fake
31824,,0,Fake
31825,,0,Fake
31827,,0,Fake
31828,,0,Fake
31800,,0,Fake
31799,,0,Fake
31798,,0,Fake
31784,,0,Fake
31773,,0,Fake
31774,,0,Fake
31775,,0,Fake
31776,,0,Fake
31777,,0,Fake
31778,,0,Fake
31779,,0,Fake
31780,,0,Fake
31781,,0,Fake
31783,,0,Fake
31785,,0,Fake
31797,,0,Fake
31786,,0,Fake
31787,,0,Fake
31788,,0,Fake
31790,,0,Fake
31791,,0,Fake
31792,,0,Fake
31793,,0,Fake
31794,,0,Fake
31795,,0,Fake
31796,,0,Fake
31953,,0,Fake
31955,,0,Fake
32197,,0,Fake
32103,,0,Fake
32105,,0,Fake
32106,,0,Fake
32107,,0,Fake
32108,,0,Fake
32109,,0,Fake
32110,,0,Fake
32112,,0,Fake
32114,,0,Fake
32115,,0,Fake
32116,,0,Fake
32117,,0,Fake
32118,,0,Fake
32123,,0,Fake
32124,,0,Fake
32125,,0,Fake
32126,,0,Fake
32129,,0,Fake
32131,,0,Fake
32132,,0,Fake
32133,,0,Fake
32134,,0,Fake
32135,,0,Fake
32136,,0,Fake
32104,,0,Fake
32102,,0,Fake
31956,,0,Fake
32101,,0,Fake
32074,,0,Fake
32075,,0,Fake
32076,,0,Fake
32077,,0,Fake
32078,,0,Fake
32079,,0,Fake
32080,,0,Fake
32081,,0,Fake
32082,,0,Fake
32083,,0,Fake
32085,,0,Fake
32086,,0,Fake
32087,,0,Fake
32088,,0,Fake
32089,,0,Fake
32090,,0,Fake
32091,,0,Fake
32092,,0,Fake
32094,,0,Fake
32095,,0,Fake
32096,,0,Fake
32097,,0,Fake
32100,,0,Fake
32138,,0,Fake
32139,,0,Fake
32140,,0,Fake
32141,,0,Fake
32172,,0,Fake
32173,,0,Fake
32174,,0,Fake
32175,,0,Fake
32176,,0,Fake
32178,,0,Fake
32179,,0,Fake
32180,,0,Fake
32181,,0,Fake
32182,,0,Fake
32183,,0,Fake
32184,,0,Fake
32185,,0,Fake
32186,,0,Fake
32188,,0,Fake
32189,,0,Fake
32190,,0,Fake
32191,,0,Fake
32192,,0,Fake
32193,,0,Fake
32194,,0,Fake
32195,,0,Fake
32196,,0,Fake
32171,,0,Fake
32169,,0,Fake
32168,,0,Fake
32155,,0,Fake
32143,,0,Fake
32144,,0,Fake
32145,,0,Fake
32146,,0,Fake
32147,,0,Fake
32148,,0,Fake
32150,,0,Fake
32151,,0,Fake
32153,,0,Fake
32154,,0,Fake
32156,,0,Fake
32167,,0,Fake
32157,,0,Fake
32158,,0,Fake
32159,,0,Fake
32160,,0,Fake
32161,,0,Fake
32162,,0,Fake
32163,,0,Fake
32164,,0,Fake
32165,,0,Fake
32166,,0,Fake
32073,,0,Fake
32072,,0,Fake
32071,,0,Fake
32011,,0,Fake
31985,,0,Fake
31986,,0,Fake
31987,,0,Fake
31990,,0,Fake
31991,,0,Fake
31992,,0,Fake
31993,,0,Fake
31994,,0,Fake
31995,,0,Fake
31996,,0,Fake
31997,,0,Fake
31998,,0,Fake
31999,,0,Fake
32000,,0,Fake
32001,,0,Fake
32002,,0,Fake
32003,,0,Fake
32004,,0,Fake
32005,,0,Fake
32006,,0,Fake
32007,,0,Fake
32008,,0,Fake
32009,,0,Fake
31984,,0,Fake
31983,,0,Fake
31981,,0,Fake
31968,,0,Fake
31957,,0,Fake
31958,,0,Fake
31959,,0,Fake
31960,,0,Fake
31961,,0,Fake
31962,,0,Fake
31963,,0,Fake
31964,,0,Fake
31965,,0,Fake
31966,,0,Fake
31969,,0,Fake
31980,,0,Fake
31970,,0,Fake
31971,,0,Fake
31972,,0,Fake
31973,,0,Fake
31974,,0,Fake
31975,,0,Fake
31976,,0,Fake
31977,,0,Fake
31978,,0,Fake
31979,,0,Fake
32010,,0,Fake
32012,,0,Fake
32067,,0,Fake
32013,,0,Fake
32041,,0,Fake
32043,,0,Fake
32044,,0,Fake
32046,,0,Fake
32047,,0,Fake
32048,,0,Fake
32049,,0,Fake
32050,,0,Fake
32051,,0,Fake
32052,,0,Fake
32053,,0,Fake
32054,,0,Fake
32055,,0,Fake
32056,,0,Fake
32058,,0,Fake
32059,,0,Fake
32060,,0,Fake
32061,,0,Fake
32062,,0,Fake
32063,,0,Fake
32064,,0,Fake
32065,,0,Fake
32066,,0,Fake
32040,,0,Fake
32039,,0,Fake
32038,,0,Fake
32024,,0,Fake
32014,,0,Fake
32015,,0,Fake
32016,,0,Fake
32017,,0,Fake
32018,,0,Fake
32019,,0,Fake
32020,,0,Fake
32021,,0,Fake
32022,,0,Fake
32023,,0,Fake
32025,,0,Fake
32037,,0,Fake
32026,,0,Fake
32027,,0,Fake
32028,,0,Fake
32030,,0,Fake
32031,,0,Fake
32032,,0,Fake
32033,,0,Fake
32034,,0,Fake
32035,,0,Fake
32036,,0,Fake
30709,,0,Fake
30707,,0,Fake
28603,,0,True
29323,,0,True
29325,,0,True
29326,,0,True
29327,,0,True
29328,,0,True
29329,,0,True
29330,,0,True
29331,,0,True
29332,,0,True
29333,,0,True
29336,,0,True
29337,,0,True
29338,,0,True
29340,,0,True
29342,,0,True
29343,,0,True
29344,,0,True
29345,,0,True
29347,,0,True
29348,,0,True
29350,,0,True
29351,,0,True
29352,,0,True
29354,,0,True
29324,,0,True
29322,,0,True
29286,,0,True
29318,,0,True
29288,,0,True
29291,,0,True
29292,,0,True
29293,,0,True
29294,,0,True
29296,,0,True
29298,,0,True
29299,,0,True
29300,,0,True
29301,,0,True
29302,,0,True
29303,,0,True
29304,,0,True
29305,,0,True
29306,,0,True
29307,,0,True
29308,,0,True
29310,,0,True
29311,,0,True
29312,,0,True
29314,,0,True
29315,,0,True
29317,,0,True
29359,,0,True
29360,,0,True
29361,,0,True
29362,,0,True
29400,,0,True
29401,,0,True
29402,,0,True
29403,,0,True
29404,,0,True
29405,,0,True
29406,,0,True
29408,,0,True
29409,,0,True
29411,,0,True
29412,,0,True
29413,,0,True
29414,,0,True
29415,,0,True
29416,,0,True
29417,,0,True
29418,,0,True
29419,,0,True
29420,,0,True
29421,,0,True
29422,,0,True
29423,,0,True
29424,,0,True
29399,,0,True
29398,,0,True
29397,,0,True
29378,,0,True
29363,,0,True
29364,,0,True
29367,,0,True
29370,,0,True
29371,,0,True
29372,,0,True
29374,,0,True
29375,,0,True
29376,,0,True
29377,,0,True
29381,,0,True
29395,,0,True
29382,,0,True
29383,,0,True
29384,,0,True
29385,,0,True
29386,,0,True
29387,,0,True
29389,,0,True
29392,,0,True
29393,,0,True
29394,,0,True
29287,,0,True
29285,,0,True
29155,,0,True
29193,,0,True
29196,,0,True
29197,,0,True
29198,,0,True
29199,,0,True
29200,,0,True
29201,,0,True
29202,,0,True
29203,,0,True
29204,,0,True
29205,,0,True
29206,,0,True
29207,,0,True
29208,,0,True
29209,,0,True
29210,,0,True
29211,,0,True
29214,,0,True
29215,,0,True
29216,,0,True
29218,,0,True
29219,,0,True
29220,,0,True
29221,,0,True
29194,,0,True
29191,,0,True
29284,,0,True
29188,,0,True
29157,,0,True
29158,,0,True
29160,,0,True
29161,,0,True
29164,,0,True
29165,,0,True
29167,,0,True
29168,,0,True
29169,,0,True
29171,,0,True
29173,,0,True
29174,,0,True
29176,,0,True
29177,,0,True
29178,,0,True
29179,,0,True
29180,,0,True
29181,,0,True
29182,,0,True
29183,,0,True
29184,,0,True
29186,,0,True
29187,,0,True
29222,,0,True
29223,,0,True
29224,,0,True
29225,,0,True
29256,,0,True
29257,,0,True
29258,,0,True
29259,,0,True
29260,,0,True
29261,,0,True
29264,,0,True
29265,,0,True
29266,,0,True
29268,,0,True
29269,,0,True
29270,,0,True
29271,,0,True
29272,,0,True
29273,,0,True
29275,,0,True
29276,,0,True
29277,,0,True
29278,,0,True
29279,,0,True
29280,,0,True
29281,,0,True
29283,,0,True
29255,,0,True
29254,,0,True
29253,,0,True
29238,,0,True
29226,,0,True
29227,,0,True
29228,,0,True
29229,,0,True
29230,,0,True
29232,,0,True
29233,,0,True
29234,,0,True
29235,,0,True
29236,,0,True
29239,,0,True
29252,,0,True
29240,,0,True
29241,,0,True
29242,,0,True
29243,,0,True
29244,,0,True
29245,,0,True
29247,,0,True
29249,,0,True
29250,,0,True
29251,,0,True
29425,,0,True
29426,,0,True
29427,,0,True
29594,,0,True
29596,,0,True
29597,,0,True
29598,,0,True
29599,,0,True
29603,,0,True
29604,,0,True
29605,,0,True
29606,,0,True
29608,,0,True
29609,,0,True
29610,,0,True
29611,,0,True
29612,,0,True
29615,,0,True
29616,,0,True
29617,,0,True
29619,,0,True
29621,,0,True
29622,,0,True
29624,,0,True
29625,,0,True
29627,,0,True
29628,,0,True
29595,,0,True
29593,,0,True
29429,,0,True
29591,,0,True
29556,,0,True
29557,,0,True
29558,,0,True
29559,,0,True
29560,,0,True
29563,,0,True
29564,,0,True
29566,,0,True
29567,,0,True
29568,,0,True
29569,,0,True
29571,,0,True
29575,,0,True
29577,,0,True
29579,,0,True
29580,,0,True
29581,,0,True
29583,,0,True
29584,,0,True
29586,,0,True
29587,,0,True
29588,,0,True
29589,,0,True
29629,,0,True
29630,,0,True
29631,,0,True
29633,,0,True
29667,,0,True
29669,,0,True
29671,,0,True
29672,,0,True
29673,,0,True
29674,,0,True
29675,,0,True
29676,,0,True
29677,,0,True
29678,,0,True
29679,,0,True
29680,,0,True
29681,,0,True
29682,,0,True
29684,,0,True
29685,,0,True
29686,,0,True
29687,,0,True
29688,,0,True
29690,,0,True
29691,,0,True
29692,,0,True
29693,,0,True
29665,,0,True
29664,,0,True
29663,,0,True
29648,,0,True
29634,,0,True
29636,,0,True
29637,,0,True
29638,,0,True
29639,,0,True
29640,,0,True
29643,,0,True
29645,,0,True
29646,,0,True
29647,,0,True
29649,,0,True
29662,,0,True
29650,,0,True
29651,,0,True
29653,,0,True
29654,,0,True
29655,,0,True
29656,,0,True
29657,,0,True
29658,,0,True
29660,,0,True
29661,,0,True
29555,,0,True
29554,,0,True
29553,,0,True
29486,,0,True
29459,,0,True
29460,,0,True
29462,,0,True
29463,,0,True
29464,,0,True
29465,,0,True
29466,,0,True
29467,,0,True
29468,,0,True
29469,,0,True
29470,,0,True
29471,,0,True
29472,,0,True
29473,,0,True
29474,,0,True
29475,,0,True
29476,,0,True
29477,,0,True
29478,,0,True
29479,,0,True
29480,,0,True
29481,,0,True
29482,,0,True
29458,,0,True
29457,,0,True
29456,,0,True
29442,,0,True
29430,,0,True
29431,,0,True
29432,,0,True
29434,,0,True
29435,,0,True
29436,,0,True
29437,,0,True
29438,,0,True
29439,,0,True
29441,,0,True
29443,,0,True
29455,,0,True
29445,,0,True
29446,,0,True
29447,,0,True
29448,,0,True
29449,,0,True
29450,,0,True
29451,,0,True
29452,,0,True
29453,,0,True
29454,,0,True
29484,,0,True
29487,,0,True
29552,,0,True
29488,,0,True
29525,,0,True
29526,,0,True
29527,,0,True
29528,,0,True
29529,,0,True
29530,,0,True
29531,,0,True
29532,,0,True
29533,,0,True
29534,,0,True
29535,,0,True
29536,,0,True
29537,,0,True
29538,,0,True
29539,,0,True
29541,,0,True
29542,,0,True
29543,,0,True
29544,,0,True
29548,,0,True
29549,,0,True
29550,,0,True
29551,,0,True
29524,,0,True
29521,,0,True
29519,,0,True
29503,,0,True
29490,,0,True
29491,,0,True
29492,,0,True
29493,,0,True
29494,,0,True
29495,,0,True
29496,,0,True
29499,,0,True
29500,,0,True
29501,,0,True
29504,,0,True
29518,,0,True
29506,,0,True
29508,,0,True
29509,,0,True
29510,,0,True
29511,,0,True
29512,,0,True
29513,,0,True
29514,,0,True
29516,,0,True
29517,,0,True
29156,,0,True
29154,,0,True
30706,,0,Fake
28777,,0,True
28780,,0,True
28781,,0,True
28782,,0,True
28783,,0,True
28784,,0,True
28785,,0,True
28786,,0,True
28787,,0,True
28788,,0,True
28789,,0,True
28790,,0,True
28791,,0,True
28792,,0,True
28794,,0,True
28795,,0,True
28796,,0,True
28797,,0,True
28798,,0,True
28800,,0,True
28803,,0,True
28805,,0,True
28806,,0,True
28807,,0,True
28778,,0,True
28775,,0,True
28747,,0,True
28774,,0,True
28749,,0,True
28750,,0,True
28751,,0,True
28752,,0,True
28753,,0,True
28754,,0,True
28755,,0,True
28756,,0,True
28757,,0,True
28759,,0,True
28760,,0,True
28761,,0,True
28762,,0,True
28763,,0,True
28764,,0,True
28765,,0,True
28766,,0,True
28767,,0,True
28768,,0,True
28770,,0,True
28771,,0,True
28772,,0,True
28773,,0,True
28808,,0,True
28809,,0,True
28810,,0,True
28811,,0,True
28848,,0,True
28849,,0,True
28850,,0,True
28851,,0,True
28852,,0,True
28853,,0,True
28854,,0,True
28855,,0,True
28858,,0,True
28859,,0,True
28860,,0,True
28861,,0,True
28862,,0,True
28865,,0,True
28866,,0,True
28867,,0,True
28868,,0,True
28869,,0,True
28870,,0,True
28871,,0,True
28873,,0,True
28874,,0,True
28875,,0,True
28846,,0,True
28845,,0,True
28844,,0,True
28827,,0,True
28812,,0,True
28814,,0,True
28815,,0,True
28817,,0,True
28818,,0,True
28819,,0,True
28820,,0,True
28823,,0,True
28824,,0,True
28825,,0,True
28828,,0,True
28843,,0,True
28830,,0,True
28832,,0,True
28834,,0,True
28835,,0,True
28836,,0,True
28837,,0,True
28838,,0,True
28840,,0,True
28841,,0,True
28842,,0,True
28748,,0,True
28746,,0,True
29153,,0,True
28637,,0,True
28642,,0,True
28643,,0,True
28647,,0,True
28648,,0,True
28649,,0,True
28650,,0,True
28651,,0,True
28652,,0,True
28653,,0,True
28654,,0,True
28657,,0,True
28658,,0,True
28659,,0,True
28660,,0,True
28661,,0,True
28662,,0,True
28664,,0,True
28665,,0,True
28666,,0,True
28668,,0,True
28670,,0,True
28671,,0,True
28672,,0,True
28641,,0,True
28636,,0,True
28745,,0,True
28635,,0,True
28604,,0,True
28606,,0,True
28607,,0,True
28608,,0,True
28609,,0,True
28611,,0,True
28612,,0,True
28614,,0,True
28616,,0,True
28617,,0,True
28618,,0,True
28619,,0,True
28620,,0,True
28621,,0,True
28623,,0,True
28624,,0,True
28625,,0,True
28627,,0,True
28628,,0,True
28629,,0,True
28630,,0,True
28631,,0,True
28634,,0,True
28673,,0,True
28674,,0,True
28675,,0,True
28676,,0,True
28713,,0,True
28716,,0,True
28717,,0,True
28719,,0,True
28721,,0,True
28723,,0,True
28724,,0,True
28725,,0,True
28726,,0,True
28727,,0,True
28729,,0,True
28730,,0,True
28731,,0,True
28733,,0,True
28734,,0,True
28735,,0,True
28736,,0,True
28737,,0,True
28739,,0,True
28740,,0,True
28741,,0,True
28742,,0,True
28744,,0,True
28712,,0,True
28711,,0,True
28710,,0,True
28695,,0,True
28677,,0,True
28678,,0,True
28679,,0,True
28680,,0,True
28681,,0,True
28682,,0,True
28686,,0,True
28690,,0,True
28692,,0,True
28694,,0,True
28697,,0,True
28709,,0,True
28698,,0,True
28699,,0,True
28700,,0,True
28701,,0,True
28702,,0,True
28704,,0,True
28705,,0,True
28706,,0,True
28707,,0,True
28708,,0,True
28876,,0,True
28877,,0,True
28878,,0,True
29053,,0,True
29056,,0,True
29057,,0,True
29058,,0,True
29060,,0,True
29061,,0,True
29062,,0,True
29063,,0,True
29066,,0,True
29067,,0,True
29068,,0,True
29069,,0,True
29070,,0,True
29071,,0,True
29072,,0,True
29073,,0,True
29076,,0,True
29077,,0,True
29078,,0,True
29079,,0,True
29081,,0,True
29083,,0,True
29084,,0,True
29086,,0,True
29055,,0,True
29052,,0,True
28879,,0,True
29049,,0,True
29017,,0,True
29018,,0,True
29021,,0,True
29022,,0,True
29023,,0,True
29025,,0,True
29026,,0,True
29028,,0,True
29029,,0,True
29030,,0,True
29032,,0,True
29033,,0,True
29034,,0,True
29035,,0,True
29036,,0,True
29039,,0,True
29041,,0,True
29042,,0,True
29043,,0,True
29044,,0,True
29045,,0,True
29047,,0,True
29048,,0,True
29089,,0,True
29090,,0,True
29091,,0,True
29092,,0,True
29127,,0,True
29128,,0,True
29129,,0,True
29130,,0,True
29131,,0,True
29132,,0,True
29133,,0,True
29134,,0,True
29135,,0,True
29137,,0,True
29138,,0,True
29139,,0,True
29140,,0,True
29141,,0,True
29142,,0,True
29143,,0,True
29146,,0,True
29147,,0,True
29148,,0,True
29149,,0,True
29150,,0,True
29151,,0,True
29152,,0,True
29126,,0,True
29122,,0,True
29121,,0,True
29105,,0,True
29093,,0,True
29094,,0,True
29095,,0,True
29097,,0,True
29098,,0,True
29099,,0,True
29100,,0,True
29101,,0,True
29102,,0,True
29104,,0,True
29106,,0,True
29119,,0,True
29107,,0,True
29108,,0,True
29110,,0,True
29111,,0,True
29112,,0,True
29113,,0,True
29115,,0,True
29116,,0,True
29117,,0,True
29118,,0,True
29015,,0,True
29014,,0,True
29013,,0,True
28946,,0,True
28916,,0,True
28917,,0,True
28918,,0,True
28919,,0,True
28920,,0,True
28921,,0,True
28922,,0,True
28923,,0,True
28926,,0,True
28927,,0,True
28928,,0,True
28929,,0,True
28931,,0,True
28932,,0,True
28933,,0,True
28934,,0,True
28935,,0,True
28938,,0,True
28939,,0,True
28941,,0,True
28942,,0,True
28943,,0,True
28944,,0,True
28915,,0,True
28914,,0,True
28911,,0,True
28894,,0,True
28880,,0,True
28881,,0,True
28882,,0,True
28884,,0,True
28885,,0,True
28886,,0,True
28887,,0,True
28890,,0,True
28891,,0,True
28892,,0,True
28895,,0,True
28909,,0,True
28896,,0,True
28897,,0,True
28899,,0,True
28900,,0,True
28902,,0,True
28903,,0,True
28904,,0,True
28905,,0,True
28907,,0,True
28908,,0,True
28945,,0,True
28947,,0,True
29011,,0,True
28948,,0,True
28982,,0,True
28983,,0,True
28985,,0,True
28986,,0,True
28988,,0,True
28989,,0,True
28990,,0,True
28991,,0,True
28992,,0,True
28993,,0,True
28994,,0,True
28997,,0,True
28998,,0,True
28999,,0,True
29000,,0,True
29001,,0,True
29002,,0,True
29003,,0,True
29004,,0,True
29006,,0,True
29008,,0,True
29009,,0,True
29010,,0,True
28981,,0,True
28979,,0,True
28978,,0,True
28962,,0,True
28949,,0,True
28951,,0,True
28952,,0,True
28953,,0,True
28954,,0,True
28955,,0,True
28956,,0,True
28958,,0,True
28959,,0,True
28961,,0,True
28963,,0,True
28977,,0,True
28964,,0,True
28966,,0,True
28968,,0,True
28969,,0,True
28970,,0,True
28972,,0,True
28973,,0,True
28974,,0,True
28975,,0,True
28976,,0,True
29694,,0,True
29695,,0,True
29696,,0,True
30370,,0,Fake
30373,,0,Fake
30374,,0,Fake
30375,,0,Fake
30376,,0,Fake
30377,,0,Fake
30378,,0,Fake
30379,,0,Fake
30380,,0,Fake
30381,,0,Fake
30383,,0,Fake
30384,,0,Fake
30386,,0,Fake
30387,,0,Fake
30388,,0,Fake
30389,,0,Fake
30390,,0,Fake
30391,,0,Fake
30392,,0,Fake
30394,,0,Fake
30397,,0,Fake
30398,,0,Fake
30399,,0,Fake
30400,,0,Fake
30372,,0,Fake
30369,,0,Fake
30342,,0,Fake
30368,,0,Fake
30345,,0,Fake
30346,,0,Fake
30347,,0,Fake
30348,,0,Fake
30349,,0,Fake
30350,,0,Fake
30351,,0,Fake
30352,,0,Fake
30353,,0,Fake
30354,,0,Fake
30355,,0,Fake
30356,,0,Fake
30357,,0,Fake
30358,,0,Fake
30359,,0,Fake
30360,,0,Fake
30361,,0,Fake
30362,,0,Fake
30363,,0,Fake
30364,,0,Fake
30365,,0,Fake
30366,,0,Fake
30367,,0,Fake
30401,,0,Fake
30402,,0,Fake
30405,,0,Fake
30406,,0,Fake
30437,,0,Fake
30438,,0,Fake
30439,,0,Fake
30440,,0,Fake
30441,,0,Fake
30442,,0,Fake
30443,,0,Fake
30444,,0,Fake
30445,,0,Fake
30446,,0,Fake
30447,,0,Fake
30449,,0,Fake
30450,,0,Fake
30451,,0,Fake
30452,,0,Fake
30454,,0,Fake
30456,,0,Fake
30458,,0,Fake
30459,,0,Fake
30460,,0,Fake
30461,,0,Fake
30462,,0,Fake
30463,,0,Fake
30436,,0,Fake
30435,,0,Fake
30434,,0,Fake
30417,,0,Fake
30407,,0,Fake
30408,,0,Fake
30409,,0,Fake
30410,,0,Fake
30411,,0,Fake
30412,,0,Fake
30413,,0,Fake
30414,,0,Fake
30415,,0,Fake
30416,,0,Fake
30418,,0,Fake
30433,,0,Fake
30419,,0,Fake
30421,,0,Fake
30422,,0,Fake
30423,,0,Fake
30424,,0,Fake
30425,,0,Fake
30426,,0,Fake
30428,,0,Fake
30431,,0,Fake
30432,,0,Fake
30344,,0,Fake
30341,,0,Fake
29697,,0,True
30249,,0,Fake
30252,,0,Fake
30253,,0,Fake
30255,,0,Fake
30257,,0,Fake
30258,,0,Fake
30260,,0,Fake
30261,,0,Fake
30262,,0,Fake
30263,,0,Fake
30264,,0,Fake
30265,,0,Fake
30266,,0,Fake
30267,,0,Fake
30268,,0,Fake
30269,,0,Fake
30270,,0,Fake
30271,,0,Fake
30273,,0,Fake
30274,,0,Fake
30276,,0,Fake
30277,,0,Fake
30278,,0,Fake
30279,,0,Fake
30251,,0,Fake
30247,,0,Fake
30340,,0,Fake
30246,,0,Fake
30222,,0,Fake
30223,,0,Fake
30224,,0,Fake
30225,,0,Fake
30226,,0,Fake
30227,,0,Fake
30228,,0,Fake
30229,,0,Fake
30230,,0,Fake
30231,,0,Fake
30232,,0,Fake
30233,,0,Fake
30234,,0,Fake
30235,,0,Fake
30236,,0,Fake
30237,,0,Fake
30238,,0,Fake
30240,,0,Fake
30241,,0,Fake
30242,,0,Fake
30243,,0,Fake
30244,,0,Fake
30245,,0,Fake
30280,,0,Fake
30281,,0,Fake
30282,,0,Fake
30284,,0,Fake
30314,,0,Fake
30315,,0,Fake
30316,,0,Fake
30317,,0,Fake
30318,,0,Fake
30319,,0,Fake
30321,,0,Fake
30322,,0,Fake
30323,,0,Fake
30324,,0,Fake
30325,,0,Fake
30326,,0,Fake
30327,,0,Fake
30328,,0,Fake
30329,,0,Fake
30330,,0,Fake
30331,,0,Fake
30332,,0,Fake
30335,,0,Fake
30336,,0,Fake
30337,,0,Fake
30338,,0,Fake
30339,,0,Fake
30313,,0,Fake
30312,,0,Fake
30311,,0,Fake
30298,,0,Fake
30285,,0,Fake
30287,,0,Fake
30288,,0,Fake
30289,,0,Fake
30290,,0,Fake
30292,,0,Fake
30293,,0,Fake
30294,,0,Fake
30295,,0,Fake
30297,,0,Fake
30299,,0,Fake
30310,,0,Fake
30300,,0,Fake
30301,,0,Fake
30302,,0,Fake
30303,,0,Fake
30304,,0,Fake
30305,,0,Fake
30306,,0,Fake
30307,,0,Fake
30308,,0,Fake
30309,,0,Fake
30464,,0,Fake
30465,,0,Fake
30466,,0,Fake
30622,,0,Fake
30624,,0,Fake
30625,,0,Fake
30626,,0,Fake
30627,,0,Fake
30628,,0,Fake
30629,,0,Fake
30630,,0,Fake
30631,,0,Fake
30632,,0,Fake
30633,,0,Fake
30634,,0,Fake
30635,,0,Fake
30636,,0,Fake
30637,,0,Fake
30639,,0,Fake
30640,,0,Fake
30641,,0,Fake
30642,,0,Fake
30643,,0,Fake
30644,,0,Fake
30645,,0,Fake
30646,,0,Fake
30647,,0,Fake
30623,,0,Fake
30621,,0,Fake
30467,,0,Fake
30620,,0,Fake
30596,,0,Fake
30597,,0,Fake
30598,,0,Fake
30599,,0,Fake
30600,,0,Fake
30601,,0,Fake
30602,,0,Fake
30603,,0,Fake
30604,,0,Fake
30605,,0,Fake
30606,,0,Fake
30607,,0,Fake
30608,,0,Fake
30609,,0,Fake
30610,,0,Fake
30611,,0,Fake
30612,,0,Fake
30613,,0,Fake
30614,,0,Fake
30615,,0,Fake
30616,,0,Fake
30617,,0,Fake
30618,,0,Fake
30648,,0,Fake
30649,,0,Fake
30650,,0,Fake
30651,,0,Fake
30680,,0,Fake
30681,,0,Fake
30682,,0,Fake
30683,,0,Fake
30684,,0,Fake
30685,,0,Fake
30686,,0,Fake
30687,,0,Fake
30688,,0,Fake
30689,,0,Fake
30690,,0,Fake
30691,,0,Fake
30692,,0,Fake
30693,,0,Fake
30694,,0,Fake
30696,,0,Fake
30697,,0,Fake
30699,,0,Fake
30700,,0,Fake
30702,,0,Fake
30703,,0,Fake
30704,,0,Fake
30705,,0,Fake
30679,,0,Fake
30678,,0,Fake
30677,,0,Fake
30664,,0,Fake
30653,,0,Fake
30654,,0,Fake
30655,,0,Fake
30656,,0,Fake
30657,,0,Fake
30658,,0,Fake
30659,,0,Fake
30660,,0,Fake
30662,,0,Fake
30663,,0,Fake
30665,,0,Fake
30676,,0,Fake
30666,,0,Fake
30667,,0,Fake
30668,,0,Fake
30669,,0,Fake
30670,,0,Fake
30671,,0,Fake
30672,,0,Fake
30673,,0,Fake
30674,,0,Fake
30675,,0,Fake
30595,,0,Fake
30594,,0,Fake
30593,,0,Fake
30530,,0,Fake
30500,,0,Fake
30501,,0,Fake
30502,,0,Fake
30503,,0,Fake
30504,,0,Fake
30505,,0,Fake
30507,,0,Fake
30508,,0,Fake
30509,,0,Fake
30510,,0,Fake
30511,,0,Fake
30512,,0,Fake
30513,,0,Fake
30514,,0,Fake
30516,,0,Fake
30517,,0,Fake
30519,,0,Fake
30520,,0,Fake
30521,,0,Fake
30523,,0,Fake
30526,,0,Fake
30527,,0,Fake
30528,,0,Fake
30498,,0,Fake
30497,,0,Fake
30496,,0,Fake
30479,,0,Fake
30468,,0,Fake
30469,,0,Fake
30470,,0,Fake
30471,,0,Fake
30472,,0,Fake
30473,,0,Fake
30474,,0,Fake
30475,,0,Fake
30477,,0,Fake
30478,,0,Fake
30481,,0,Fake
30495,,0,Fake
30482,,0,Fake
